yearel,myoutcome,second,myoutcomenext,use,difshare,difgrp,mmyoutcomenext,mrunagain,mofficeexp,melectexp,mpmyoutcomenext,mprunagain,mpofficeexp,mpelectexp
1996,1,,1,1,.20235011,240,.8108108,.91891891,4.4864864,4.5675673,.81335008,.87540913,3.7039032,3.8791282
1996,0,1,0,,-.20235011,159,,,,,,,,
1996,0,,0,,-.5728513,85,,,,,,,,
1996,0,,0,,-.58436126,83,,,,,,,,
1998,1,,,,.13788834,227,,,,,,,,
1998,0,1,,,-.13788834,172,,,,,,,,
1998,0,,,,-.54521602,90,,,,,,,,
1998,0,,,,-.54943526,90,,,,,,,,
1946,1,,0,1,.10245159,220,.74358976,.87179488,3.2564104,3.4615386,.7493633,.86938769,2.6508601,2.8722246
1946,0,1,0,,-.10245159,179,,,,,,,,
1948,1,,1,1,.28455025,256,.82222223,.86666667,3.4000001,3.6222222,.83161044,.87910217,4.2751632,4.4183254
1948,0,1,0,,-.28455025,143,,,,,,,,
1948,0,,0,,-.63898587,72,,,,,,,,
1948,0,,0,,-.6410529,71,,,,,,,,
1950,1,,0,1,.2310954,246,.73770493,.81967211,3.4754097,3.7868853,.82249099,.87698215,3.9458523,4.1084652
1950,0,1,0,,-.2310954,153,,,,,,,,
1952,1,,0,,.066464335,213,,,,,,,,
1952,0,1,0,1,-.066464335,186,.13043478,.30434781,.26086956,.41304347,.064827502,.27599248,.64455962,.90449029
1954,1,,1,1,.032122761,206,.51999998,.81999999,1.88,2.2,.64922315,.86560214,1.6716632,1.9285142
1954,0,1,0,,-.032122761,193,,,,,,,,
1956,1,,1,1,.035430431,207,.76595747,.91489363,1.6170213,1.9361702,.65920854,.8658421,1.7532227,2.0073102
1956,0,1,0,,-.035430431,192,,,,,,,,
1958,1,,0,1,.28037712,256,.82222223,.86666667,3.4000001,3.6222222,.83161044,.87910217,4.2751632,4.4183254
1958,0,1,0,,-.28037712,143,,,,,,,,
1960,1,,1,1,.079791099,215,.7735849,.88679248,1.5660378,1.6415094,.72071993,.86791235,2.3247347,2.5585215
1960,0,1,0,,-.079791099,184,,,,,,,,
1962,1,,1,1,.078285575,215,.7735849,.88679248,1.5660378,1.6415094,.72071993,.86791235,2.3247347,2.5585215
1962,0,1,0,,-.078285575,184,,,,,,,,
1964,1,,1,1,.27752891,255,.90697676,.93023258,3.7441862,3.8372092,.83096814,.87892085,4.245985,4.3910184
1964,0,1,0,,-.27752891,144,,,,,,,,
1966,1,,1,1,.21704265,243,.80000001,.80000001,3.0888889,3.2,.81830621,.87621546,3.8284721,3.9973412
1966,0,1,0,,-.21704265,156,,,,,,,,
1968,1,,1,1,.15716779,231,.89473683,.92105263,3.2894738,3.3421052,.79229605,.87276435,3.2767668,3.4720764
1968,0,1,0,,-.15716779,168,,,,,,,,
1970,1,,1,1,.20208165,240,.8108108,.91891891,4.4864864,4.5675673,.81335008,.87540913,3.7039032,3.8791282
1970,0,1,0,,-.20208165,159,,,,,,,,
1972,1,,1,1,.14813733,229,.75,.86363637,2.7272727,3.0227273,.78632009,.87216991,3.1748655,3.3746529
1972,0,1,0,,-.14813733,170,,,,,,,,
1974,1,,0,1,.35712993,271,.79069769,.83720928,4.3488374,4.4186049,.83603591,.8808046,4.6066046,4.7246518
1974,0,1,0,,-.35712993,128,,,,,,,,
1976,1,,1,1,.1173155,223,.84444445,.93333334,2.7555556,2.9555554,.76348358,.87030369,2.8337548,3.047837
1976,0,1,0,,-.1173155,176,,,,,,,,
1978,1,,1,1,.45598805,291,.79310346,.86206895,4.8275862,4.8965516,.83350956,.87993503,4.7907248,4.8823757
1978,0,1,0,,-.45598805,108,,,,,,,,
1980,1,,1,1,.35638165,271,.79069769,.83720928,4.3488374,4.4186049,.83603591,.8808046,4.6066046,4.7246518
1980,0,1,0,,-.35638165,128,,,,,,,,
1982,1,,1,1,.095610738,219,.80000001,.875,2.2249999,2.375,.74402672,.86907792,2.586005,2.809895
1982,0,1,0,,-.095610738,180,,,,,,,,
1984,1,,1,1,.33853495,267,.92105263,.94736844,4.5,4.7894735,.83562344,.88053739,4.5358047,4.6600847
1984,0,1,0,,-.33853495,132,,,,,,,,
1986,1,,1,,,,,,,,,,,
1988,1,,1,1,.4359585,287,.83333331,.8888889,4.5833335,4.75,.83438462,.8804065,4.7757015,4.8719091
1988,0,1,0,,-.4359585,112,,,,,,,,
1990,1,,1,1,.23696828,247,.88235295,.94117647,4.7058825,4.7941175,.82363492,.87720883,3.9804931,4.1412029
1990,0,1,0,,-.23696828,152,,,,,,,,
1992,1,,1,1,.40764043,281,.91666669,.91666669,4.9444447,5.0277777,.83545291,.88083625,4.7339211,4.8376012
1992,0,1,0,,-.40764043,118,,,,,,,,
1994,1,,1,1,.35509995,271,.79069769,.83720928,4.3488374,4.4186049,.83603591,.8808046,4.6066046,4.7246518
1994,0,1,0,,-.35509995,128,,,,,,,,
1996,1,,1,1,.29866815,259,.75862068,.86206895,4.5689654,4.7068968,.83317113,.87957954,4.3541675,4.4920678
1996,0,1,0,,-.29866815,140,,,,,,,,
1996,0,,0,,-.61461699,77,,,,,,,,
1998,1,,,,.43795839,287,,,,,,,,
1998,0,1,,,-.43795839,112,,,,,,,,
1998,0,,,,-.6914922,61,,,,,,,,
1946,1,,0,,.0732373,214,,,,,,,,
1946,0,1,0,1,-.0732373,185,.06122449,.18367347,.6122449,.91836733,.060147043,.26719928,.61908001,.87746882
1948,1,,1,1,.11729959,223,.84444445,.93333334,2.7555556,2.9555554,.76348358,.87030369,2.8337548,3.047837
1948,0,1,0,,-.11729959,176,,,,,,,,
1950,1,,1,1,.089078754,217,.64583331,.75,2.3541667,2.6666667,.73361057,.86852217,2.4651525,2.6936741
1950,0,1,0,,-.089078754,182,,,,,,,,
1952,1,,1,1,.12067223,224,.77142859,.91428572,4.0857143,4.3428574,.76828068,.87065113,2.900142,3.1115191
1952,0,1,0,,-.12067223,175,,,,,,,,
1954,1,,1,1,.17830715,235,.73809522,.83333331,4,4.2380953,.80303895,.87398642,3.4786336,3.6647415
1954,0,1,0,,-.17830715,164,,,,,,,,
1956,1,,1,1,.14444157,228,.76923078,.82051283,3.6923077,3.8717949,.78296429,.87185836,3.1203203,3.3224623
1956,0,1,0,,-.14444157,171,,,,,,,,
1958,1,,1,1,.40050933,280,.90322578,.90322578,4.7419353,4.8064518,.83560175,.88087833,4.7237253,4.8288465
1958,0,1,0,,-.40050933,119,,,,,,,,
1960,1,,1,1,.22034505,244,.7719298,.82456142,3.3157895,3.4385965,.81984031,.87648612,3.869988,4.0366759
1960,0,1,0,,-.22034505,155,,,,,,,,
1962,1,,1,1,.17750895,235,.73809522,.83333331,4,4.2380953,.80303895,.87398642,3.4786336,3.6647415
1962,0,1,0,,-.17750895,164,,,,,,,,
1964,1,,1,1,.35847744,271,.79069769,.83720928,4.3488374,4.4186049,.83603591,.8808046,4.6066046,4.7246518
1964,0,1,0,,-.35847744,128,,,,,,,,
1966,1,,1,1,.22319332,244,.7719298,.82456142,3.3157895,3.4385965,.81984031,.87648612,3.869988,4.0366759
1966,0,1,0,,-.22319332,155,,,,,,,,
1968,1,,1,1,.30709028,261,.87179488,.92307693,4.2820511,4.4102564,.83404648,.87987882,4.4061642,4.5404167
1968,0,1,0,,-.30709028,138,,,,,,,,
1970,1,,1,1,.23574516,247,.88235295,.94117647,4.7058825,4.7941175,.82363492,.87720883,3.9804931,4.1412029
1970,0,1,0,,-.23574516,152,,,,,,,,
1970,0,,0,,-.60402131,79,,,,,,,,
1972,1,,1,1,.27136165,254,.78260869,.86956519,3.9565217,4.130435,.8302536,.87872714,4.2151895,4.3621597
1972,0,1,0,,-.27136165,145,,,,,,,,
1972,0,,0,,-.61178321,77,,,,,,,,
1974,1,,1,1,.39237332,278,.90476191,.90476191,4.9761906,5.0238094,.83582008,.88092548,4.7039347,4.811635
1974,0,1,0,,-.39237332,121,,,,,,,,
1974,0,,0,,-.68066096,63,,,,,,,,
1976,1,,1,1,.39915171,279,.89361703,.91489363,4.9361701,5.0851064,.83571392,.88090527,4.7145267,4.8208785
1976,0,1,0,,-.39915171,120,,,,,,,,
1976,0,,0,,-.64146805,71,,,,,,,,
1978,1,,1,1,.45368916,290,.78125,.8125,6.96875,7.03125,.8337335,.88006496,4.7879391,4.880682
1978,0,1,0,,-.45368916,109,,,,,,,,
1978,0,,0,,-.70540869,58,,,,,,,,
1980,1,,0,1,.40215838,280,.90322578,.90322578,4.7419353,4.8064518,.83560175,.88087833,4.7237253,4.8288465
1980,0,1,0,,-.40215838,119,,,,,,,,
1982,1,,1,1,.17709008,235,.73809522,.83333331,4,4.2380953,.80303895,.87398642,3.4786336,3.6647415
1982,0,1,0,,-.17709008,164,,,,,,,,
1982,0,,0,,-.56590497,86,,,,,,,,
1982,0,,0,,-.57183307,85,,,,,,,,
1984,1,,1,1,.34264308,268,.80952382,.9285714,4.2142859,4.3809524,.83577925,.88062322,4.556077,4.6786461
1984,0,1,0,,-.34264308,131,,,,,,,,
1984,0,,0,,-.63801157,72,,,,,,,,
1986,1,,1,1,.43268758,286,.90196079,.92156863,4.8627453,4.9607844,.8345865,.88050121,4.7703891,4.8677864
1986,0,1,0,,-.43268758,113,,,,,,,,
1986,0,,0,,-.69315583,61,,,,,,,,
1988,1,,1,1,.41818336,283,.83333331,.83333331,4.5952382,4.7857141,.83514333,.88073164,4.7503238,4.8514576
1988,0,1,0,,-.41818336,116,,,,,,,,
1988,0,,0,,-.69127315,61,,,,,,,,
1990,1,,1,1,.24176288,248,.87878788,.93939394,4.4545455,4.6363635,.82475179,.87743843,4.0156021,4.174355
1990,0,1,0,,-.24176288,151,,,,,,,,
1992,1,,0,1,.22502664,245,.78048778,.80487806,4.0487804,4.1951218,.82120919,.87673748,3.9084475,4.0730853
1992,0,1,0,,-.22502664,154,,,,,,,,
1992,0,,0,,-.5675683,86,,,,,,,,
1992,0,,0,,-.57335728,85,,,,,,,,
1994,1,,1,1,.13109612,226,.73170733,.82926828,2.3170731,2.4878049,.77585834,.87124503,3.0103211,3.217129
1994,0,1,0,,-.13109612,173,,,,,,,,
1996,1,,1,1,.38519239,277,.7037037,.85185188,3.5185184,3.6296296,.83591527,.8809371,4.6919317,4.8010869
1996,0,1,0,,-.38519239,122,,,,,,,,
1996,0,,0,,-.65482241,69,,,,,,,,
1996,0,,0,,-.6561076,68,,,,,,,,
1998,1,,,,.34961772,269,,,,,,,,
1998,0,1,,,-.34961772,130,,,,,,,,
1998,0,,,,-.64200801,71,,,,,,,,
1998,0,,,,-.64527446,70,,,,,,,,
1946,1,,0,,.17277825,234,,,,,,,,
1946,0,1,0,1,-.17277825,165,0,.27906978,.27906978,.62790698,.013055578,.16706203,.24846295,.4677214
1948,1,,0,1,.027815372,205,.6226415,.96226418,1.0754716,1.6037736,.639916,.8653968,1.5977573,1.8570864
1948,0,1,0,,-.027815372,194,,,,,,,,
1950,1,,0,,.014553785,202,,,,,,,,
1950,0,1,0,1,-.014553785,197,.11363637,.31818181,1.2045455,1.4545455,.12828349,.40616447,.96418285,1.234863
1952,1,,0,,.047994614,209,,,,,,,,
1952,0,1,0,1,-.047994614,190,.10526316,.31578946,.42105263,.71052629,.085817076,.31580296,.75203902,1.0172588
1954,1,,1,1,.072630882,214,.68292683,.82926828,1.8780488,2.0243902,.71377188,.86761445,2.2526705,2.4891143
1954,0,1,0,,-.072630882,185,,,,,,,,
1956,1,,1,1,.03900817,207,.76595747,.91489363,1.6170213,1.9361702,.65920854,.8658421,1.7532227,2.0073102
1956,0,1,0,,-.03900817,192,,,,,,,,
1958,1,,1,1,.29806635,259,.75862068,.86206895,4.5689654,4.7068968,.83317113,.87957954,4.3541675,4.4920678
1958,0,1,0,,-.29806635,140,,,,,,,,
1960,1,,1,1,.091544151,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1960,0,1,0,,-.091544151,181,,,,,,,,
1962,1,,1,1,.10671222,221,.77499998,.89999998,2.45,2.575,.75414258,.86968124,2.7108281,2.9298317
1962,0,1,0,,-.10671222,178,,,,,,,,
1964,1,,1,1,.29361919,258,.8974359,.8974359,5.2564101,5.4102564,.83270544,.87943077,4.3291259,4.4687276
1964,0,1,0,,-.29361919,141,,,,,,,,
1966,1,,1,1,.159336,231,.89473683,.92105263,3.2894738,3.3421052,.79229605,.87276435,3.2767668,3.4720764
1966,0,1,0,,-.159336,168,,,,,,,,
1968,1,,1,1,.09105742,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1968,0,1,0,,-.09105742,181,,,,,,,,
1970,1,,0,1,.077044874,215,.7735849,.88679248,1.5660378,1.6415094,.72071993,.86791235,2.3247347,2.5585215
1970,0,1,0,,-.077044874,184,,,,,,,,
1970,0,,0,,-.53111804,93,,,,,,,,
1972,1,,1,1,.091427535,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1972,0,1,0,,-.091427535,181,,,,,,,,
1974,1,,0,1,.57831872,315,.78571427,.85714287,3,3,.8282581,.87410218,4.6944656,4.7654366
1974,0,1,0,,-.57831872,84,,,,,,,,
1976,1,,0,,.18007267,236,,,,,,,,
1976,0,1,0,1,-.18007267,163,.017857144,.089285716,.125,.26785713,.011294092,.16187473,.22230281,.43717453
1976,0,,0,,-.57597709,84,,,,,,,,
1978,1,,1,,.11882293,223,,,,,,,,
1978,0,1,0,1,-.11882293,176,.033898305,.22033899,.66101694,.84745765,.029968798,.20792168,.42325765,.66545564
1980,1,,1,,.41278291,282,,,,,,,,
1980,0,1,0,1,-.41278291,117,.035714287,.10714286,.071428575,.21428572,.0014309605,.12661837,.013322881,.17452848
1982,1,,1,,.10697782,221,,,,,,,,
1982,0,1,0,1,-.10697782,178,.06779661,.23728813,.54237288,.89830506,.035055377,.21855868,.46224532,.7083478
1984,1,,1,,.29658711,259,,,,,,,,
1984,0,1,0,1,-.29658711,140,.018867925,.13207547,.03773585,.35849056,.0032743011,.13271314,.044929817,.21856107
1986,1,,1,,.13436282,226,,,,,,,,
1986,0,1,0,1,-.13436282,173,0,.16666667,.5,.69999999,.023707964,.1940695,.36904097,.60514724
1988,1,,1,,.18669412,237,,,,,,,,
1988,0,1,0,1,-.18669412,162,.017857144,.16071428,.017857144,.10714286,.010606091,.15976354,.21130674,.42424247
1990,1,,0,,.038559914,207,,,,,,,,
1990,0,1,0,1,-.038559914,192,.03773585,.33962265,.90566039,1.0943396,.096875392,.33755949,.80641967,1.073629
1992,1,,1,1,.1089288,221,.77499998,.89999998,2.45,2.575,.75414258,.86968124,2.7108281,2.9298317
1992,0,1,0,,-.1089288,178,,,,,,,,
1994,1,,1,1,.32291555,264,.80769229,.84615386,4.4807692,4.5769229,.83500195,.88024884,4.475131,4.6042614
1994,0,1,0,,-.32291555,135,,,,,,,,
1996,1,,1,1,.39362192,278,.90476191,.90476191,4.9761906,5.0238094,.83582008,.88092548,4.7039347,4.811635
1996,0,1,0,,-.39362192,121,,,,,,,,
1996,0,,0,,-.66506684,66,,,,,,,,
1998,1,,,,.44141674,288,,,,,,,,
1998,0,1,,,-.44141674,111,,,,,,,,
1998,0,,,,-.68706328,62,,,,,,,,
1946,1,,0,,.30887449,261,,,,,,,,
1946,0,1,1,1,-.30887449,138,.029411765,.14705883,0,.32352942,.0030397284,.13173442,.037869286,.20912172
1948,1,,1,,.079182714,215,,,,,,,,
1948,0,1,0,1,-.079182714,184,.039999999,.38,.68000001,.94,.055776503,.25896209,.59453702,.85133034
1950,1,,0,,.17374453,234,,,,,,,,
1950,0,1,0,1,-.17374453,165,0,.27906978,.27906978,.62790698,.013055578,.16706203,.24846295,.4677214
1952,1,,1,,.23381865,246,,,,,,,,
1952,0,1,0,1,-.23381865,153,0,.18604651,0,.069767445,.0060212552,.14399533,.12114562,.31566986
1954,1,,0,,.072556019,214,,,,,,,,
1954,0,1,0,1,-.072556019,185,.06122449,.18367347,.6122449,.91836733,.060147043,.26719928,.61908001,.87746882
1956,1,,1,1,.005859226,201,.6875,.91666669,1.8125,1.9791666,.59540683,.86462212,1.2675594,1.5376698
1956,0,1,0,,-.005859226,198,,,,,,,,
1958,1,,0,1,.074507594,214,.68292683,.82926828,1.8780488,2.0243902,.71377188,.86761445,2.2526705,2.4891143
1958,0,1,0,,-.074507594,185,,,,,,,,
1960,1,,1,,.097486824,219,,,,,,,,
1960,0,1,0,1,-.097486824,180,.05882353,.19607843,1.0196079,1.3333334,.041222304,.23095377,.50523365,.75522101
1962,1,,1,,.15369463,230,,,,,,,,
1962,0,1,0,1,-.15369463,169,0,.11764706,.43137255,.94117647,.017453836,.17894067,.30435181,.53204793
1964,1,,1,,.034193128,206,,,,,,,,
1964,0,1,0,1,-.034193128,193,.06818182,.38636363,.45454547,.72727275,.10328392,.35059243,.83782566,1.1059901
1966,1,,1,,.24599597,249,,,,,,,,
1966,0,1,0,1,-.24599597,150,0,.15384616,.051282052,.33333334,.0051628267,.14061446,.0995114,.28876558
1968,1,,1,,.27520278,255,,,,,,,,
1968,0,1,0,1,-.27520278,144,0,.081632651,0,.06122449,.0038749315,.13526307,.063143007,.24245304
1970,1,,0,,,,,,,,,,,
1972,1,,1,,.27432302,254,,,,,,,,
1972,0,1,0,1,-.27432302,145,0,.12,.18000001,.40000001,.0040399465,.13596323,.068054385,.24880345
1974,1,,1,,.046798736,209,,,,,,,,
1974,0,1,0,1,-.046798736,190,.10526316,.31578946,.42105263,.71052629,.085817076,.31580296,.75203902,1.0172588
1976,1,,1,,.24040389,248,,,,,,,,
1976,0,1,0,1,-.24040389,151,.018518519,.09259259,.31481481,.51851851,.0054228315,.14165546,.10627863,.29722643
1978,1,,1,,.22358808,244,,,,,,,,
1978,0,1,0,1,-.22358808,155,0,.1632653,0,.20408164,.0067569148,.14676879,.13819784,.33660606
1980,1,,1,,.35563827,271,,,,,,,,
1980,0,1,0,1,-.35563827,128,0,.16216215,0,.081081077,.0021480527,.12841816,.015832061,.17856599
1982,1,,1,,.010180146,202,,,,,,,,
1982,0,1,0,1,-.010180146,197,.11363637,.31818181,1.2045455,1.4545455,.12828349,.40616447,.96418285,1.234863
1984,1,,1,,.39212441,278,,,,,,,,
1984,0,1,0,1,-.39212441,121,0,.125,0,.15625,.0016830572,.12716849,.012154317,.17295487
1986,1,,0,,.33969891,267,,,,,,,,
1986,0,1,0,1,-.33969891,132,0,.11904762,0,.16666667,.0024570243,.12945695,.021967404,.18731958
1988,1,,1,,.06929943,213,,,,,,,,
1988,0,1,0,1,-.06929943,186,.13043478,.30434781,.26086956,.41304347,.064827502,.27599248,.64455962,.90449029
1988,0,,0,,-.52389055,95,,,,,,,,
1990,1,,1,,.042935371,208,,,,,,,,
1990,0,1,0,1,-.042935371,191,.018181818,.27272728,.56363636,.87272727,.091499746,.32688272,.78006059,1.04636
1992,1,,1,,.23279178,246,,,,,,,,
1992,0,1,0,1,-.23279178,153,0,.18604651,0,.069767445,.0060212552,.14399533,.12114562,.31566986
1994,1,,0,,.17554465,235,,,,,,,,
1994,0,1,0,1,-.17554465,164,0,.18518518,.018518519,.22222222,.012148693,.16442914,.23533584,.45243144
1994,0,,0,,-.54296744,91,,,,,,,,
1996,1,,1,,.33223188,266,,,,,,,,
1996,0,1,0,1,-.33223188,133,0,.13636364,0,.090909094,.0025472841,.1297875,.024155216,.19037887
1996,0,,0,,-.62260556,75,,,,,,,,
1996,0,,0,,-.64002883,71,,,,,,,,
1998,1,,,,.48282728,296,,,,,,,,
1998,0,1,,,-.48282728,103,,,,,,,,
1998,0,,,,-.69410688,61,,,,,,,,
1946,1,,0,,.022291899,204,,,,,,,,
1946,0,1,0,1,-.022291899,195,.049180329,.39344263,.95081967,1.2786885,.11596275,.37765014,.9006964,1.1703689
1948,1,,1,1,.14473093,228,.76923078,.82051283,3.6923077,3.8717949,.78296429,.87185836,3.1203203,3.3224623
1948,0,1,0,,-.14473093,171,,,,,,,,
1948,0,,0,,-.57217968,85,,,,,,,,
1950,1,,1,1,.092968225,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1950,0,1,0,,-.092968225,181,,,,,,,,
1952,1,,1,1,.056982636,211,.78723407,.97872341,1.4680851,1.6170213,.69231093,.86681014,2.0436633,2.287648
1952,0,1,0,,-.056982636,188,,,,,,,,
1954,1,,1,1,.14493823,228,.76923078,.82051283,3.6923077,3.8717949,.78296429,.87185836,3.1203203,3.3224623
1954,0,1,0,,-.14493823,171,,,,,,,,
1956,1,,1,1,.085401654,217,.64583331,.75,2.3541667,2.6666667,.73361057,.86852217,2.4651525,2.6936741
1956,0,1,0,,-.085401654,182,,,,,,,,
1958,1,,0,1,.28611073,257,.87755102,.95918369,5.3673468,5.5102043,.83215195,.87926126,4.3010793,4.4425492
1958,0,1,0,,-.28611073,142,,,,,,,,
1960,1,,1,1,.15989256,231,.89473683,.92105263,3.2894738,3.3421052,.79229605,.87276435,3.2767668,3.4720764
1960,0,1,0,,-.15989256,168,,,,,,,,
1962,1,,1,1,.18016395,236,.83333331,.87037039,3.4814816,3.5925925,.80530518,.87427485,3.5250316,3.708955
1962,0,1,0,,-.18016395,163,,,,,,,,
1964,1,,1,1,.30388102,260,.82926828,.87804878,3.7073171,3.7560976,.83362263,.87973034,4.3800545,4.5161591
1964,0,1,0,,-.30388102,139,,,,,,,,
1966,1,,1,1,.16253817,232,.85365856,.9512195,2.8536584,3.1219511,.79522896,.87307674,3.3292677,3.5222282
1966,0,1,0,,-.16253817,167,,,,,,,,
1968,1,,1,1,.15506396,231,.89473683,.92105263,3.2894738,3.3421052,.79229605,.87276435,3.2767668,3.4720764
1968,0,1,0,,-.15506396,168,,,,,,,,
1968,0,,0,,-.56995034,86,,,,,,,,
1970,1,,1,1,.29269886,258,.8974359,.8974359,5.2564101,5.4102564,.83270544,.87943077,4.3291259,4.4687276
1970,0,1,0,,-.29269886,141,,,,,,,,
1970,0,,0,,-.63765335,72,,,,,,,,
1972,1,,1,1,.2427789,248,.87878788,.93939394,4.4545455,4.6363635,.82475179,.87743843,4.0156021,4.174355
1972,0,1,0,,-.2427789,151,,,,,,,,
1974,1,,1,1,.39709914,279,.89361703,.91489363,4.9361701,5.0851064,.83571392,.88090527,4.7145267,4.8208785
1974,0,1,0,,-.39709914,120,,,,,,,,
1976,1,,1,1,.36719096,273,.79545456,.86363637,5.5454545,5.659091,.83608598,.88088757,4.6386638,4.753602
1976,0,1,0,,-.36719096,126,,,,,,,,
1976,0,,0,,-.65245843,69,,,,,,,,
1978,1,,0,1,.20924959,241,.85714287,.90476191,3.8571429,4.0952382,.81510997,.87568462,3.7466455,3.9197195
1978,0,1,0,,-.20924959,158,,,,,,,,
1980,1,,0,,.14288402,228,,,,,,,,
1980,0,1,0,1,-.14288402,171,.063829787,.27659574,.25531915,.44680852,.02033904,.18612295,.33586153,.56782043
1982,1,,1,,.061876178,212,,,,,,,,
1982,0,1,0,1,-.061876178,187,.10714286,.21428572,2.0535715,2.3392856,.069917142,.28555492,.67148286,.93291831
1984,1,,1,,.30844235,261,,,,,,,,
1984,0,1,0,1,-.30844235,138,.029411765,.14705883,0,.32352942,.0030397284,.13173442,.037869286,.20912172
1986,1,,1,,.050506383,210,,,,,,,,
1986,0,1,0,1,-.050506383,189,.079999998,.30000001,.36000001,.54000002,.080078073,.30478385,.72342569,.98741925
1988,1,,1,,.16205373,232,,,,,,,,
1988,0,1,0,1,-.16205373,167,0,.094339624,.52830189,.6981132,.015024911,.17254569,.27490601,.49830613
1990,1,,1,,.14557359,229,,,,,,,,
1990,0,1,0,1,-.14557359,170,.075471699,.2264151,.3018868,.49056605,.018767826,.18226156,.3191154,.54885036
1992,1,,1,,.25912321,251,,,,,,,,
1992,0,1,0,1,-.25912321,148,0,.046511628,.069767445,.53488374,.0046650469,.13858181,.086015813,.27175856
1994,1,,0,,.43520635,287,,,,,,,,
1994,0,1,0,1,-.43520635,112,0,.07692308,0,.15384616,.0011221591,.12597823,.017386889,.18062295
1994,0,,0,,-.66657817,66,,,,,,,,
1996,1,,1,,.13187107,226,,,,,,,,
1996,0,1,0,1,-.13187107,173,0,.16666667,.5,.69999999,.023707964,.1940695,.36904097,.60514724
1996,0,,0,,-.39934215,120,,,,,,,,
1996,0,,0,,-.49345759,101,,,,,,,,
1996,0,,0,,-.49877498,100,,,,,,,,
1998,1,,,,.26930052,253,,,,,,,,
1998,0,1,,,-.26930052,146,,,,,,,,
1998,0,,,,-.60918546,78,,,,,,,,
1946,1,,0,1,.077216864,215,.7735849,.88679248,1.5660378,1.6415094,.72071993,.86791235,2.3247347,2.5585215
1946,0,1,0,,-.077216864,184,,,,,,,,
1948,1,,1,1,.23326185,246,.73770493,.81967211,3.4754097,3.7868853,.82249099,.87698215,3.9458523,4.1084652
1948,0,1,0,,-.23326185,153,,,,,,,,
1950,1,,1,1,.2289753,245,.78048778,.80487806,4.0487804,4.1951218,.82120919,.87673748,3.9084475,4.0730853
1950,0,1,0,,-.2289753,154,,,,,,,,
1952,1,,1,1,.094921201,218,.78431374,.88235295,3.0196078,3.1568627,.73888135,.86879593,2.5254352,2.751658
1952,0,1,0,,-.094921201,181,,,,,,,,
1954,1,,1,1,.18003711,236,.83333331,.87037039,3.4814816,3.5925925,.80530518,.87427485,3.5250316,3.708955
1954,0,1,0,,-.18003711,163,,,,,,,,
1956,1,,1,,,,,,,,,,,
1958,1,,1,1,.29523647,259,.75862068,.86206895,4.5689654,4.7068968,.83317113,.87957954,4.3541675,4.4920678
1958,0,1,0,,-.29523647,140,,,,,,,,
1960,1,,1,1,.19659913,239,.80555558,.8888889,3.6666667,3.9722223,.81150085,.87513131,3.6605484,3.8379252
1960,0,1,0,,-.19659913,160,,,,,,,,
1962,1,,0,1,.22450531,244,.7719298,.82456142,3.3157895,3.4385965,.81984031,.87648612,3.869988,4.0366759
1962,0,1,0,,-.22450531,155,,,,,,,,
1964,1,,1,1,.24773657,249,.89999998,.93333334,3.8333333,3.9333334,.8259151,.87768728,4.0537286,4.2103209
1964,0,1,0,,-.24773657,150,,,,,,,,
1964,0,,0,,-.62220383,75,,,,,,,,
1966,1,,1,1,.10548365,221,.77499998,.89999998,2.45,2.575,.75414258,.86968124,2.7108281,2.9298317
1966,0,1,0,,-.10548365,178,,,,,,,,
1968,1,,1,1,.044716001,208,.62903225,.80645162,1.8548387,2.032258,.66749591,.86605817,1.8228734,2.0745757
1968,0,1,0,,-.044716001,191,,,,,,,,
1970,1,,1,1,.26754966,253,.8611111,.94444442,3.75,3.9444444,.82947636,.87852508,4.1833878,4.3323207
1970,0,1,0,,-.26754966,146,,,,,,,,
1970,0,,0,,-.62257314,75,,,,,,,,
1972,1,,1,1,.33029327,266,.8611111,.91666669,4.5555553,4.6666665,.83545309,.8804518,4.5168161,4.6426549
1972,0,1,0,,-.33029327,133,,,,,,,,
1974,1,,0,1,.3278226,265,.77999997,.77999997,3.8800001,4.0599999,.83523673,.88035113,4.4956613,4.6231914
1974,0,1,0,,-.3278226,134,,,,,,,,
1976,1,,1,1,.11856878,223,.84444445,.93333334,2.7555556,2.9555554,.76348358,.87030369,2.8337548,3.047837
1976,0,1,0,,-.11856878,176,,,,,,,,
1978,1,,1,1,.49388003,298,.79310346,.86206895,3.5172415,3.6206896,.83180702,.87872797,4.7938499,4.8781748
1978,0,1,0,,-.49388003,101,,,,,,,,
1980,1,,1,1,.12906039,225,.80000001,.91111112,3.0666666,3.2444444,.7718417,.87092292,2.9510634,3.1603415
1980,0,1,0,,-.12906039,174,,,,,,,,
1982,1,,1,1,.21625301,243,.80000001,.80000001,3.0888889,3.2,.81830621,.87621546,3.8284721,3.9973412
1982,0,1,0,,-.21625301,156,,,,,,,,
